event_id,interview_id,impd,date,month,year,anghrs,pref_genus,catch_type,catch_rate
88916,13421,CGSB,1999-04-01,4,1999,6,Pomoxis,target,2.3333333333333335
88916,13422,CGSB,1999-04-01,4,1999,6,Pomoxis,total,0.6666666666666666
88916,13422,CGSB,1999-04-01,4,1999,6,Pomoxis,target,0.5
88916,13423,CGSB,1999-04-01,4,1999,4,Pomoxis,total,1
88916,13423,CGSB,1999-04-01,4,1999,4,Pomoxis,target,0.5
88916,13424,CGSB,1999-04-01,4,1999,9,Pomoxis,total,3.2222222222222223
88916,13424,CGSB,1999-04-01,4,1999,9,Pomoxis,target,3.2222222222222223
88916,13425,CGSB,1999-04-01,4,1999,3,Sander,total,1.6666666666666667
88916,13425,CGSB,1999-04-01,4,1999,3,Sander,target,0.3333333333333333
88917,13427,CGSB,1999-04-01,4,1999,3,Pomoxis,total,1
88917,13427,CGSB,1999-04-01,4,1999,3,Pomoxis,target,1
88917,13428,CGSB,1999-04-01,4,1999,3,Sander,total,2.6666666666666665
88917,13428,CGSB,1999-04-01,4,1999,3,Sander,target,0.3333333333333333
88917,13429,CGSB,1999-04-01,4,1999,4,Pomoxis,total,1.75
88917,13429,CGSB,1999-04-01,4,1999,4,Pomoxis,target,1.75
88917,13430,CGSB,1999-04-01,4,1999,3,Pomoxis,total,1
88917,13430,CGSB,1999-04-01,4,1999,3,Pomoxis,target,0.6666666666666666
88917,13431,CGSB,1999-04-01,4,1999,5,Pomoxis,total,0.8
88917,13431,CGSB,1999-04-01,4,1999,5,Pomoxis,target,0.8
88917,13432,CGSB,1999-04-01,4,1999,3,Pomoxis,total,0.3333333333333333
88917,13432,CGSB,1999-04-01,4,1999,3,Pomoxis,target,0.3333333333333333
88918,13434,CGSB,1999-05-01,5,1999,12,Pomoxis,total,2.5833333333333335
88918,13434,CGSB,1999-05-01,5,1999,12,Pomoxis,target,2.5
88918,13435,CGSB,1999-05-01,5,1999,5,Sander,total,2.2
88918,13435,CGSB,1999-05-01,5,1999,5,Sander,target,0.6
88918,13436,CGSB,1999-05-01,5,1999,3,Pomoxis,total,1.3333333333333333
88918,13436,CGSB,1999-05-01,5,1999,3,Pomoxis,target,1.3333333333333333
88918,13437,CGSB,1999-05-01,5,1999,6,Sander,total,0.6666666666666666
88918,13437,CGSB,1999-05-01,5,1999,6,Sander,target,0.3333333333333333
88918,13438,CGSB,1999-05-01,5,1999,3,Sander,total,1.6666666666666667
88918,13438,CGSB,1999-05-01,5,1999,3,Sander,target,0.6666666666666666
88918,13439,CGSB,1999-05-01,5,1999,4,Pomoxis,total,2
88918,13439,CGSB,1999-05-01,5,1999,4,Pomoxis,target,2
88918,13440,CGSB,1999-05-01,5,1999,2,Sander,total,1.5
88918,13440,CGSB,1999-05-01,5,1999,2,Sander,target,0.5
88918,13441,CGSB,1999-05-01,5,1999,1.5,Pomoxis,total,3.3333333333333335
88918,13441,CGSB,1999-05-01,5,1999,1.5,Pomoxis,target,3.3333333333333335
88919,13442,CGSB,1999-05-01,5,1999,3,Pomoxis,total,3.3333333333333335
88919,13442,CGSB,1999-05-01,5,1999,3,Pomoxis,target,3.3333333333333335
88919,13443,CGSB,1999-05-01,5,1999,3,Pomoxis,total,1.3333333333333333
88919,13443,CGSB,1999-05-01,5,1999,3,Pomoxis,target,1
88919,13444,CGSB,1999-05-01,5,1999,4,Pomoxis,total,2.75
88919,13444,CGSB,1999-05-01,5,1999,4,Pomoxis,target,2.5
88919,13445,CGSB,1999-05-01,5,1999,4,Pomoxis,total,0.75
88919,13445,CGSB,1999-05-01,5,1999,4,Pomoxis,target,0.75
88919,13446,CGSB,1999-05-01,5,1999,3,Pomoxis,total,2.6666666666666665
88919,13446,CGSB,1999-05-01,5,1999,3,Pomoxis,target,2.6666666666666665
88919,13447,CGSB,1999-05-01,5,1999,3,Ictalurus,total,0.3333333333333333
88919,13447,CGSB,1999-05-01,5,1999,3,Ictalurus,target,0.3333333333333333
88919,13448,CGSB,1999-05-01,5,1999,2,Pomoxis,total,1.5
88919,13448,CGSB,1999-05-01,5,1999,2,Pomoxis,target,1.5
88919,13449,CGSB,1999-05-01,5,1999,4,Micropterus,total,1.5
88919,13449,CGSB,1999-05-01,5,1999,4,Micropterus,target,0.25
88920,13450,CGSB,1999-05-01,5,1999,7.5,Pomoxis,total,3.2
88920,13450,CGSB,1999-05-01,5,1999,7.5,Pomoxis,target,3.2
88920,13451,CGSB,1999-05-01,5,1999,6,Pomoxis,total,0.16666666666666666
88920,13451,CGSB,1999-05-01,5,1999,6,Pomoxis,target,0
88920,13452,CGSB,1999-05-01,5,1999,10,Pomoxis,total,2.4
88920,13452,CGSB,1999-05-01,5,1999,10,Pomoxis,target,2.4
88920,13453,CGSB,1999-05-01,5,1999,5,Pomoxis,total,1.6
88920,13453,CGSB,1999-05-01,5,1999,5,Pomoxis,target,1.6
88920,13454,CGSB,1999-05-01,5,1999,2,Pomoxis,total,1.5
88920,13454,CGSB,1999-05-01,5,1999,2,Pomoxis,target,1.5
88920,13455,CGSB,1999-05-01,5,1999,9,Pomoxis,total,6.555555555555555
88920,13455,CGSB,1999-05-01,5,1999,9,Pomoxis,target,6.555555555555555
88920,13456,CGSB,1999-05-01,5,1999,3,Sander,total,1.3333333333333333
88920,13456,CGSB,1999-05-01,5,1999,3,Sander,target,0.6666666666666666
88920,13457,CGSB,1999-05-01,5,1999,4,Pomoxis,total,1
88920,13457,CGSB,1999-05-01,5,1999,4,Pomoxis,target,0.75
88921,13458,CGSB,1999-06-01,6,1999,6,Sander,total,2.8333333333333335
88921,13458,CGSB,1999-06-01,6,1999,6,Sander,target,0.16666666666666666
88921,13459,CGSB,1999-06-01,6,1999,4,Pomoxis,total,0.75
88921,13459,CGSB,1999-06-01,6,1999,4,Pomoxis,target,0.75
88921,13460,CGSB,1999-06-01,6,1999,6,Pomoxis,total,3.1666666666666665
88921,13460,CGSB,1999-06-01,6,1999,6,Pomoxis,target,2.1666666666666665
88921,13461,CGSB,1999-06-01,6,1999,4,Pomoxis,total,0.75
88921,13461,CGSB,1999-06-01,6,1999,4,Pomoxis,target,0.75
88921,13462,CGSB,1999-06-01,6,1999,2,Pomoxis,total,5.5
88921,13462,CGSB,1999-06-01,6,1999,2,Pomoxis,target,1
88921,13463,CGSB,1999-06-01,6,1999,4,Sander,total,1.5
88921,13463,CGSB,1999-06-01,6,1999,4,Sander,target,0.5
88921,13464,CGSB,1999-06-01,6,1999,5,Pomoxis,total,0.4
88921,13464,CGSB,1999-06-01,6,1999,5,Pomoxis,target,0.2
88921,13465,CGSB,1999-06-01,6,1999,3,Ictalurus,total,0.6666666666666666
88921,13465,CGSB,1999-06-01,6,1999,3,Ictalurus,target,0.3333333333333333
88921,13466,CGSB,1999-06-01,6,1999,2,Ictalurus,total,0.5
88921,13466,CGSB,1999-06-01,6,1999,2,Ictalurus,target,0.5
88922,13470,CGSB,1999-06-01,6,1999,6,Pomoxis,total,1.3333333333333333
88922,13470,CGSB,1999-06-01,6,1999,6,Pomoxis,target,0.6666666666666666
88922,13471,CGSB,1999-06-01,6,1999,8,Ictalurus,total,1.25
88922,13471,CGSB,1999-06-01,6,1999,8,Ictalurus,target,0.25
88922,13472,CGSB,1999-06-01,6,1999,4,Ictalurus,total,0.75
88922,13472,CGSB,1999-06-01,6,1999,4,Ictalurus,target,0.5
88922,13473,CGSB,1999-06-01,6,1999,6,Pylodictis,total,0.16666666666666666
88922,13473,CGSB,1999-06-01,6,1999,6,Pylodictis,target,0.16666666666666666
88922,13474,CGSB,1999-06-01,6,1999,4,Ictalurus,total,0.5
88922,13474,CGSB,1999-06-01,6,1999,4,Ictalurus,target,0.5
88922,13475,CGSB,1999-06-01,6,1999,10,Ictalurus,total,2.6
88922,13475,CGSB,1999-06-01,6,1999,10,Ictalurus,target,0.7
88922,13476,CGSB,1999-06-01,6,1999,12,Ictalurus,total,1.0833333333333333
88922,13476,CGSB,1999-06-01,6,1999,12,Ictalurus,target,0.75
88922,13477,CGSB,1999-06-01,6,1999,12,Ictalurus,total,0.5
88922,13477,CGSB,1999-06-01,6,1999,12,Ictalurus,target,0.25
88923,13478,CGSB,1999-06-01,6,1999,4.5,Pomoxis,total,10.666666666666666
88923,13478,CGSB,1999-06-01,6,1999,4.5,Pomoxis,target,1.5555555555555556
88923,13479,CGSB,1999-06-01,6,1999,28,Pylodictis,total,0.32142857142857145
88923,13479,CGSB,1999-06-01,6,1999,28,Pylodictis,target,0.10714285714285714
88923,13480,CGSB,1999-06-01,6,1999,4,Sander,total,1
88923,13480,CGSB,1999-06-01,6,1999,4,Sander,target,0.25
88923,13481,CGSB,1999-06-01,6,1999,12,Ictalurus,total,1.1666666666666667
88923,13481,CGSB,1999-06-01,6,1999,12,Ictalurus,target,0.9166666666666666
88923,13482,CGSB,1999-06-01,6,1999,6,Ictalurus,total,1.6666666666666667
88923,13482,CGSB,1999-06-01,6,1999,6,Ictalurus,target,0.6666666666666666
88923,13483,CGSB,1999-06-01,6,1999,12,Sander,total,0.5833333333333334
88923,13483,CGSB,1999-06-01,6,1999,12,Sander,target,0.16666666666666666
88923,13484,CGSB,1999-06-01,6,1999,12,Ictalurus,total,0.3333333333333333
88923,13484,CGSB,1999-06-01,6,1999,12,Ictalurus,target,0.3333333333333333
88923,13485,CGSB,1999-06-01,6,1999,9,Ictalurus,total,1.4444444444444444
88923,13485,CGSB,1999-06-01,6,1999,9,Ictalurus,target,1.4444444444444444
88923,13486,CGSB,1999-06-01,6,1999,12,Ictalurus,total,0.9166666666666666
88923,13486,CGSB,1999-06-01,6,1999,12,Ictalurus,target,0.75
88923,13487,CGSB,1999-06-01,6,1999,6,Ictalurus,total,0.6666666666666666
88923,13487,CGSB,1999-06-01,6,1999,6,Ictalurus,target,0.6666666666666666
88923,13488,CGSB,1999-06-01,6,1999,14,Ictalurus,total,0.5714285714285714
88923,13488,CGSB,1999-06-01,6,1999,14,Ictalurus,target,0.42857142857142855
88923,13489,CGSB,1999-06-01,6,1999,13.5,Pylodictis,total,1.6296296296296295
88923,13489,CGSB,1999-06-01,6,1999,13.5,Pylodictis,target,0.2962962962962963
88924,13490,CGSB,1999-07-01,7,1999,4,Ictalurus,total,5
88924,13490,CGSB,1999-07-01,7,1999,4,Ictalurus,target,0.5
88924,13491,CGSB,1999-07-01,7,1999,6,Ictalurus,total,2.3333333333333335
88924,13491,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.3333333333333333
88924,13492,CGSB,1999-07-01,7,1999,6,Pomoxis,total,0.5
88924,13492,CGSB,1999-07-01,7,1999,6,Pomoxis,target,0
88924,13493,CGSB,1999-07-01,7,1999,12,Ictalurus,total,0.8333333333333334
88924,13493,CGSB,1999-07-01,7,1999,12,Ictalurus,target,0.75
88924,13494,CGSB,1999-07-01,7,1999,4.5,Ictalurus,total,0.2222222222222222
88924,13494,CGSB,1999-07-01,7,1999,4.5,Ictalurus,target,0.2222222222222222
88924,13495,CGSB,1999-07-01,7,1999,4,Ictalurus,total,0.5
88924,13495,CGSB,1999-07-01,7,1999,4,Ictalurus,target,0.5
88924,13497,CGSB,1999-07-01,7,1999,3,Ictalurus,total,0.3333333333333333
88924,13497,CGSB,1999-07-01,7,1999,3,Ictalurus,target,0.3333333333333333
88924,13499,CGSB,1999-07-01,7,1999,6,Ictalurus,total,0.3333333333333333
88924,13499,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.16666666666666666
88924,13500,CGSB,1999-07-01,7,1999,4,Pylodictis,total,2.5
88924,13500,CGSB,1999-07-01,7,1999,4,Pylodictis,target,0.75
88925,13501,CGSB,1999-07-01,7,1999,6,Ictalurus,total,1
88925,13501,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.8333333333333334
88925,13502,CGSB,1999-07-01,7,1999,6,Ictalurus,total,3.6666666666666665
88925,13502,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.6666666666666666
88925,13503,CGSB,1999-07-01,7,1999,8,Ictalurus,total,0.25
88925,13503,CGSB,1999-07-01,7,1999,8,Ictalurus,target,0.125
88925,13504,CGSB,1999-07-01,7,1999,16,Sander,total,0.375
88925,13504,CGSB,1999-07-01,7,1999,16,Sander,target,0.0625
88925,13505,CGSB,1999-07-01,7,1999,20,Ictalurus,total,1
88925,13505,CGSB,1999-07-01,7,1999,20,Ictalurus,target,0.25
88926,13507,CGSB,1999-07-01,7,1999,6,Ictalurus,total,0.6666666666666666
88926,13507,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.6666666666666666
88926,13509,CGSB,1999-07-01,7,1999,4,Ictalurus,total,0.5
88926,13509,CGSB,1999-07-01,7,1999,4,Ictalurus,target,0.5
88926,13510,CGSB,1999-07-01,7,1999,3,Ictalurus,total,0.6666666666666666
88926,13510,CGSB,1999-07-01,7,1999,3,Ictalurus,target,0
88926,13511,CGSB,1999-07-01,7,1999,6,Ictalurus,total,0.3333333333333333
88926,13511,CGSB,1999-07-01,7,1999,6,Ictalurus,target,0.3333333333333333
88927,13512,CGSB,1999-08-01,8,1999,3,Pylodictis,total,7
88927,13512,CGSB,1999-08-01,8,1999,3,Pylodictis,target,0
88927,13513,CGSB,1999-08-01,8,1999,4,Aplodinotus,total,2
88927,13513,CGSB,1999-08-01,8,1999,4,Aplodinotus,target,2
88927,13514,CGSB,1999-08-01,8,1999,10,Ictalurus,total,1.1
88927,13514,CGSB,1999-08-01,8,1999,10,Ictalurus,target,0.3
88928,13517,CGSB,1999-08-01,8,1999,6,Pylodictis,total,0.16666666666666666
88928,13517,CGSB,1999-08-01,8,1999,6,Pylodictis,target,0.16666666666666666
88929,13518,CGSB,1999-08-01,8,1999,9,Pylodictis,total,0.4444444444444444
88929,13518,CGSB,1999-08-01,8,1999,9,Pylodictis,target,0.2222222222222222
88929,13519,CGSB,1999-08-01,8,1999,2,Ictalurus,total,0.5
88929,13519,CGSB,1999-08-01,8,1999,2,Ictalurus,target,0
88930,13520,CGSB,1999-09-01,9,1999,8,Ictalurus,total,0.125
88930,13520,CGSB,1999-09-01,9,1999,8,Ictalurus,target,0
88932,13523,CGSB,1999-09-01,9,1999,3,Ictalurus,total,0.6666666666666666
88932,13523,CGSB,1999-09-01,9,1999,3,Ictalurus,target,0.3333333333333333
88932,13524,CGSB,1999-09-01,9,1999,6,Pylodictis,total,0.3333333333333333
88932,13524,CGSB,1999-09-01,9,1999,6,Pylodictis,target,0.3333333333333333
88932,13525,CGSB,1999-09-01,9,1999,4,Ictalurus,total,0.5
88932,13525,CGSB,1999-09-01,9,1999,4,Ictalurus,target,0.5
88932,13526,CGSB,1999-09-01,9,1999,4.5,Ictalurus,total,0.2222222222222222
88932,13526,CGSB,1999-09-01,9,1999,4.5,Ictalurus,target,0.2222222222222222
88932,13527,CGSB,1999-09-01,9,1999,2,Ictalurus,total,0.5
88932,13527,CGSB,1999-09-01,9,1999,2,Ictalurus,target,0
88933,13529,CGSB,1999-10-01,10,1999,4,Anything,total,0.25
88933,13529,CGSB,1999-10-01,10,1999,4,Anything,target,0.25
88934,13530,CGSB,1999-10-01,10,1999,1,Pylodictis,total,1
88934,13530,CGSB,1999-10-01,10,1999,1,Pylodictis,target,0
88936,13534,CGSB,2017-03-01,3,2017,1,Anything,total,0
88936,13534,CGSB,2017-03-01,3,2017,1,Anything,target,0
88936,13535,CGSB,2017-03-01,3,2017,1.25,Anything,total,4
88936,13535,CGSB,2017-03-01,3,2017,1.25,Anything,target,4
88936,13536,CGSB,2017-03-01,3,2017,6.75,Anything,total,0.2962962962962963
88936,13536,CGSB,2017-03-01,3,2017,6.75,Anything,target,0.2962962962962963
88937,13537,CGSB,2017-03-01,3,2017,3.5,Sander,total,3.7142857142857144
88937,13537,CGSB,2017-03-01,3,2017,3.5,Sander,target,3.142857142857143
88938,13538,CGSB,2017-04-01,4,2017,3,Pylodictis,total,1
88938,13538,CGSB,2017-04-01,4,2017,3,Pylodictis,target,0
88938,13539,CGSB,2017-04-01,4,2017,1.75,Sander,total,4.571428571428571
88938,13539,CGSB,2017-04-01,4,2017,1.75,Sander,target,0
88938,13540,CGSB,2017-04-01,4,2017,1.75,Pylodictis,total,2.2857142857142856
88938,13540,CGSB,2017-04-01,4,2017,1.75,Pylodictis,target,0
88938,13541,CGSB,2017-04-01,4,2017,1.5,Ictalurus,total,0.6666666666666666
88938,13541,CGSB,2017-04-01,4,2017,1.5,Ictalurus,target,0.6666666666666666
88938,13542,CGSB,2017-04-01,4,2017,4,Sander,total,0
88938,13542,CGSB,2017-04-01,4,2017,4,Sander,target,0
88939,13543,CGSB,2017-04-01,4,2017,1,Sander,total,3
88939,13543,CGSB,2017-04-01,4,2017,1,Sander,target,0
88939,13544,CGSB,2017-04-01,4,2017,1,Ictalurus,total,1
88939,13544,CGSB,2017-04-01,4,2017,1,Ictalurus,target,1
88939,13545,CGSB,2017-04-01,4,2017,3.5,Ictalurus,total,1.4285714285714286
88939,13545,CGSB,2017-04-01,4,2017,3.5,Ictalurus,target,0
88940,13546,CGSB,2017-04-01,4,2017,24,Ictalurus,total,0.5416666666666666
88940,13546,CGSB,2017-04-01,4,2017,24,Ictalurus,target,0.5
88940,13547,CGSB,2017-04-01,4,2017,3,Sander,total,1
88940,13547,CGSB,2017-04-01,4,2017,3,Sander,target,0.3333333333333333
88940,13548,CGSB,2017-04-01,4,2017,6,Pylodictis,total,0.5
88940,13548,CGSB,2017-04-01,4,2017,6,Pylodictis,target,0.16666666666666666
88940,13549,CGSB,2017-04-01,4,2017,3.5,Sander,total,0.8571428571428571
88940,13549,CGSB,2017-04-01,4,2017,3.5,Sander,target,0.5714285714285714
88940,13550,CGSB,2017-04-01,4,2017,5,Sander,total,1.6
88940,13550,CGSB,2017-04-01,4,2017,5,Sander,target,0.6
88940,13551,CGSB,2017-04-01,4,2017,1.5,Sander,total,1.3333333333333333
88940,13551,CGSB,2017-04-01,4,2017,1.5,Sander,target,0
88940,13552,CGSB,2017-04-01,4,2017,1.5,Pomoxis,total,0.6666666666666666
88940,13552,CGSB,2017-04-01,4,2017,1.5,Pomoxis,target,0
88940,13553,CGSB,2017-04-01,4,2017,2,Sander,total,2
88940,13553,CGSB,2017-04-01,4,2017,2,Sander,target,2
88940,13554,CGSB,2017-04-01,4,2017,3.5,Anything,total,0.2857142857142857
88940,13554,CGSB,2017-04-01,4,2017,3.5,Anything,target,0.2857142857142857
88940,13555,CGSB,2017-04-01,4,2017,0.75,Sander,total,2.6666666666666665
88940,13555,CGSB,2017-04-01,4,2017,0.75,Sander,target,1.3333333333333333
88940,13556,CGSB,2017-04-01,4,2017,2.75,Ictalurus,total,1.4545454545454546
88940,13556,CGSB,2017-04-01,4,2017,2.75,Ictalurus,target,1.4545454545454546
88940,13557,CGSB,2017-04-01,4,2017,0.75,Sander,total,1.3333333333333333
88940,13557,CGSB,2017-04-01,4,2017,0.75,Sander,target,1.3333333333333333
88941,13558,CGSB,2017-05-01,5,2017,3,Sander,total,0.3333333333333333
88941,13558,CGSB,2017-05-01,5,2017,3,Sander,target,0
88941,13559,CGSB,2017-05-01,5,2017,0.75,Ictalurus,total,1.3333333333333333
88941,13559,CGSB,2017-05-01,5,2017,0.75,Ictalurus,target,1.3333333333333333
88941,13560,CGSB,2017-05-01,5,2017,1,Sander,total,1
88941,13560,CGSB,2017-05-01,5,2017,1,Sander,target,0
88941,13561,CGSB,2017-05-01,5,2017,2.25,Ictalurus,total,0
88941,13561,CGSB,2017-05-01,5,2017,2.25,Ictalurus,target,0
88941,13562,CGSB,2017-05-01,5,2017,3,Ictalurus,total,0.3333333333333333
88941,13562,CGSB,2017-05-01,5,2017,3,Ictalurus,target,0.3333333333333333
88941,13563,CGSB,2017-05-01,5,2017,3.5,Anything,total,1.4285714285714286
88941,13563,CGSB,2017-05-01,5,2017,3.5,Anything,target,1.4285714285714286
88941,13564,CGSB,2017-05-01,5,2017,0.75,Sander,total,1.3333333333333333
88941,13564,CGSB,2017-05-01,5,2017,0.75,Sander,target,0
88942,13565,CGSB,2017-05-01,5,2017,4.5,Sander,total,0.6666666666666666
88942,13565,CGSB,2017-05-01,5,2017,4.5,Sander,target,0.2222222222222222
88942,13566,CGSB,2017-05-01,5,2017,2,Sander,total,1
88942,13566,CGSB,2017-05-01,5,2017,2,Sander,target,0
88942,13567,CGSB,2017-05-01,5,2017,2.5,Ictalurus,total,0
88942,13567,CGSB,2017-05-01,5,2017,2.5,Ictalurus,target,0
88942,13568,CGSB,2017-05-01,5,2017,2,Anything,total,0
88942,13568,CGSB,2017-05-01,5,2017,2,Anything,target,0
88942,13569,CGSB,2017-05-01,5,2017,3,Sander,total,1
88942,13569,CGSB,2017-05-01,5,2017,3,Sander,target,0.6666666666666666
88942,13570,CGSB,2017-05-01,5,2017,1.75,Sander,total,2.2857142857142856
88942,13570,CGSB,2017-05-01,5,2017,1.75,Sander,target,1.1428571428571428
88943,13571,CGSB,2017-05-01,5,2017,2.5,Sander,total,1.2
88943,13571,CGSB,2017-05-01,5,2017,2.5,Sander,target,0.4
88943,13572,CGSB,2017-05-01,5,2017,5.5,Sander,total,1.4545454545454546
88943,13572,CGSB,2017-05-01,5,2017,5.5,Sander,target,0.9090909090909091
88943,13573,CGSB,2017-05-01,5,2017,4.5,Anything,total,0.2222222222222222
88943,13573,CGSB,2017-05-01,5,2017,4.5,Anything,target,0.2222222222222222
88943,13574,CGSB,2017-05-01,5,2017,1.5,Sander,total,1.3333333333333333
88943,13574,CGSB,2017-05-01,5,2017,1.5,Sander,target,1.3333333333333333
88944,13575,CGSB,2017-06-01,6,2017,3.75,Ictalurus,total,0.5333333333333333
88944,13575,CGSB,2017-06-01,6,2017,3.75,Ictalurus,target,0
88944,13576,CGSB,2017-06-01,6,2017,0.5,Anything,total,2
88944,13576,CGSB,2017-06-01,6,2017,0.5,Anything,target,2
88944,13577,CGSB,2017-06-01,6,2017,4.5,Sander,total,0.8888888888888888
88944,13577,CGSB,2017-06-01,6,2017,4.5,Sander,target,0.4444444444444444
88944,13578,CGSB,2017-06-01,6,2017,2.25,Sander,total,1.7777777777777777
88944,13578,CGSB,2017-06-01,6,2017,2.25,Sander,target,0.4444444444444444
88944,13579,CGSB,2017-06-01,6,2017,8.5,Ictalurus,total,0.5882352941176471
88944,13579,CGSB,2017-06-01,6,2017,8.5,Ictalurus,target,0.5882352941176471
88944,13580,CGSB,2017-06-01,6,2017,2.5,Sander,total,1.2
88944,13580,CGSB,2017-06-01,6,2017,2.5,Sander,target,0.8
88944,13581,CGSB,2017-06-01,6,2017,2.5,Sander,total,2.4
88944,13581,CGSB,2017-06-01,6,2017,2.5,Sander,target,0.4
88945,13582,CGSB,2017-06-01,6,2017,1,Anything,total,3
88945,13582,CGSB,2017-06-01,6,2017,1,Anything,target,3
88945,13583,CGSB,2017-06-01,6,2017,6,Ictalurus,total,1.1666666666666667
88945,13583,CGSB,2017-06-01,6,2017,6,Ictalurus,target,1.1666666666666667
88945,13584,CGSB,2017-06-01,6,2017,1.75,Sander,total,1.7142857142857142
88945,13584,CGSB,2017-06-01,6,2017,1.75,Sander,target,0
88945,13585,CGSB,2017-06-01,6,2017,1,Ictalurus,total,0
88945,13585,CGSB,2017-06-01,6,2017,1,Ictalurus,target,0
88945,13586,CGSB,2017-06-01,6,2017,0.5,Pylodictis,total,2
88945,13586,CGSB,2017-06-01,6,2017,0.5,Pylodictis,target,0
88945,13587,CGSB,2017-06-01,6,2017,9,Ictalurus,total,0.2222222222222222
88945,13587,CGSB,2017-06-01,6,2017,9,Ictalurus,target,0.2222222222222222
88945,13588,CGSB,2017-06-01,6,2017,1.75,Sander,total,1.7142857142857142
