event_id,interview_id,impd,date,month,year,anghrs,pref_genus,genus,count,catch_rate,target
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Ictiobus,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Lepisosteus,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Lepomis,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Micropterus,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Minytrema,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Morone,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Nothing,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Other,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Polyodon,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Pomoxis,6,0.6,1
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Pylodictis,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Salmonidae,0,0,0
88913,13395,CGSB,1999-03-01,3,1999,10,Pomoxis,Sander,1,0.1,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Ameiurus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Aplodinotus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Cycleptus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Cyprinus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Dorosoma,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Hypopthalmichthys,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Ictalurus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Ictiobus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Lepisosteus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Lepomis,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Micropterus,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Minytrema,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Morone,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Nothing,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Other,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Polyodon,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Pomoxis,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Pylodictis,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Salmonidae,0,0,0
88914,13396,CGSB,1999-03-01,3,1999,6,Sander,Sander,7,1.1666666666666667,1
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Ameiurus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Aplodinotus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Cycleptus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Cyprinus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Dorosoma,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Hypopthalmichthys,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Ictalurus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Ictiobus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Lepisosteus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Lepomis,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Micropterus,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Minytrema,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Morone,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Nothing,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Other,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Polyodon,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Pomoxis,2,0.16666666666666666,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Pylodictis,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Salmonidae,0,0,0
88914,13397,CGSB,1999-03-01,3,1999,12,Sander,Sander,9,0.75,1
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Ameiurus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Aplodinotus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Cycleptus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Cyprinus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Dorosoma,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Hypopthalmichthys,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Ictalurus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Ictiobus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Lepisosteus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Lepomis,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Micropterus,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Minytrema,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Morone,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Nothing,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Other,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Polyodon,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Pomoxis,10,1.25,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Pylodictis,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Salmonidae,0,0,0
88914,13398,CGSB,1999-03-01,3,1999,8,Sander,Sander,4,0.5,1
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Ameiurus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Aplodinotus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Cycleptus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Cyprinus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Dorosoma,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Hypopthalmichthys,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Ictalurus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Ictiobus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Lepisosteus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Lepomis,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Micropterus,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Minytrema,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Morone,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Nothing,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Other,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Polyodon,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Pomoxis,7,1.75,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Pylodictis,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Salmonidae,0,0,0
88914,13399,CGSB,1999-03-01,3,1999,4,Sander,Sander,4,1,1
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Ameiurus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Aplodinotus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Cycleptus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Cyprinus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Dorosoma,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Hypopthalmichthys,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Ictalurus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Ictiobus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Lepisosteus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Lepomis,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Micropterus,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Minytrema,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Morone,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Nothing,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Other,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Polyodon,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Pomoxis,6,1.3333333333333333,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Pylodictis,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Salmonidae,0,0,0
88914,13400,CGSB,1999-03-01,3,1999,4.5,Sander,Sander,1,0.2222222222222222,1
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Ameiurus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Aplodinotus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Cycleptus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Cyprinus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Dorosoma,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Hypopthalmichthys,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Ictalurus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Ictiobus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Lepisosteus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Lepomis,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Micropterus,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Minytrema,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Morone,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Nothing,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Other,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Polyodon,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Pomoxis,6,0.75,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Pylodictis,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Salmonidae,0,0,0
88914,13401,CGSB,1999-03-01,3,1999,8,Sander,Sander,4,0.5,1
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Ameiurus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Aplodinotus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Cycleptus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Cyprinus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Dorosoma,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Hypopthalmichthys,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Ictalurus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Ictiobus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Lepisosteus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Lepomis,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Micropterus,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Minytrema,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Morone,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Nothing,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Other,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Polyodon,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Pomoxis,6,2,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Pylodictis,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Salmonidae,0,0,0
88914,13402,CGSB,1999-03-01,3,1999,3,Sander,Sander,2,0.6666666666666666,1
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Ameiurus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Aplodinotus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Cycleptus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Cyprinus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Dorosoma,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Hypopthalmichthys,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Ictalurus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Ictiobus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Lepisosteus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Lepomis,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Micropterus,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Minytrema,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Morone,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Nothing,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Other,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Polyodon,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Pomoxis,8,1,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Pylodictis,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Salmonidae,0,0,0
88915,13403,CGSB,1999-04-01,4,1999,8,Sander,Sander,1,0.125,1
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Ameiurus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Aplodinotus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Cycleptus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Cyprinus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Dorosoma,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Hypopthalmichthys,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Ictalurus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Ictiobus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Lepisosteus,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Lepomis,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Micropterus,1,1,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Minytrema,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Morone,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Nothing,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Other,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Polyodon,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Pomoxis,1,1,1
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Pylodictis,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Salmonidae,0,0,0
88915,13404,CGSB,1999-04-01,4,1999,1,Pomoxis,Sander,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ameiurus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Aplodinotus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Cycleptus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Cyprinus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Dorosoma,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Hypopthalmichthys,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ictalurus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ictiobus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Lepisosteus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Lepomis,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Micropterus,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Minytrema,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Morone,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Nothing,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Other,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Polyodon,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Pomoxis,7,4.666666666666667,1
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Pylodictis,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Salmonidae,0,0,0
88915,13405,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Sander,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Ameiurus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Aplodinotus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Cycleptus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Cyprinus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Dorosoma,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Hypopthalmichthys,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Ictalurus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Ictiobus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Lepisosteus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Lepomis,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Micropterus,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Minytrema,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Morone,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Nothing,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Other,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Polyodon,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Pomoxis,11,1.1,1
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Pylodictis,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Salmonidae,0,0,0
88915,13406,CGSB,1999-04-01,4,1999,10,Pomoxis,Sander,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ameiurus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Aplodinotus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Cycleptus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Cyprinus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Dorosoma,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Hypopthalmichthys,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ictalurus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Ictiobus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Lepisosteus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Lepomis,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Micropterus,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Minytrema,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Morone,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Nothing,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Other,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Polyodon,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Pomoxis,2,1.3333333333333333,1
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Pylodictis,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Salmonidae,0,0,0
88915,13407,CGSB,1999-04-01,4,1999,1.5,Pomoxis,Sander,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Ameiurus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Aplodinotus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Cycleptus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Cyprinus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Dorosoma,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Hypopthalmichthys,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Ictalurus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Ictiobus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Lepisosteus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Lepomis,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Micropterus,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Minytrema,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Morone,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Nothing,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Other,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Polyodon,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Pomoxis,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Pylodictis,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Salmonidae,0,0,0
88915,13408,CGSB,1999-04-01,4,1999,2,Sander,Sander,1,0.5,1
